name,TP,FN,FP,perf_cases,sim_mean,ranking
p0045,28,2,3,7,0.687,51.453
p0089,12,0,1,3,0.857,80.7
p0138,13,0,0,8,0.93,93.0
p0154,36,4,0,21,0.937,74.33
p0289,21,6,2,11,0.706,28.244
p0394,24,1,2,11,0.818,69.728
p0513,18,2,4,12,0.839,53.51
p0515,25,1,0,11,0.671,60.673
p0569,12,25,0,2,0.807,-41.395
p0657,20,2,1,13,0.951,74.636
p0730,13,20,2,4,0.853,-30.639
p0788,21,9,4,4,0.811,18.77
total,243,72,19,107,0.817,36.55
