level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,1,1,1,273,262,316,42,80,Baumgarten
5,1,2,2,1,1,270,1022,207,42,11,Rolgenau
5,1,2,3,1,1,269,1107,286,45,30,Banmsdorf
5,1,2,4,1,1,269,1198,497,42,67,Baunan
5,1,2,5,1,1,270,1511,266,44,0,Banfchwis
5,1,2,6,1,1,269,1955,268,44,0,Baufchtwiß
5,1,2,7,1,1,267,2448,267,44,55,Banfchwig
5,1,2,9,1,1,267,2988,289,43,29,Shlefhmwig
5,1,2,10,1,1,266,3078,171,44,64,Banfie
5,1,2,11,1,1,271,3167,176,43,67,Bautfe
5,1,4,2,1,1,1335,473,204,44,26,Bantich
5,1,4,3,1,1,1330,1057,174,43,36,Barvef
5,1,4,4,1,1,1331,1103,214,43,68,Bawelfe
5,1,4,5,1,1,1331,1197,266,38,0,Barmgarthen
5,1,4,6,1,1,1330,1284,238,38,77,Buwmgartin
5,1,4,7,1,1,1330,1331,186,35,41,Buwitsche
5,1,4,8,1,1,1331,1376,208,37,79,Bayzanım
5,1,4,9,1,1,1331,1418,195,40,82,Bazan
5,1,4,10,1,1,1330,1462,195,41,75,Bazan
5,1,4,11,1,1,1329,1556,115,37,89,Beata
5,1,4,12,1,1,1330,1596,160,42,89,Beata
5,1,4,13,1,1,1331,1639,263,43,86,Beatenhof
5,1,4,14,1,1,1332,1727,286,44,48,Breatenthal
5,1,4,15,1,1,1331,1816,297,43,0,Bententwald
5,1,4,16,1,1,1326,1951,195,44,84,Beatich
5,1,4,17,1,1,1327,2040,185,45,76,Bechan
5,1,4,18,1,1,1327,2402,81,34,92,Die
5,1,4,19,1,1,1327,2451,154,35,76,Bechow
5,1,4,20,1,1,1327,2495,175,35,89,Bechowo
5,1,4,22,1,1,1327,2624,201,43,38,Beckern
5,1,4,23,1,1,1325,3114,209,52,23,Breefern
