name,TP,FN,FP,perf_cases,sim_mean,ranking
p0045,28,2,3,11,0.719,54.44
p0089,12,0,1,2,0.81,76.0
p0138,13,0,1,8,0.92,87.385
p0154,36,4,0,22,0.96,76.4
p0289,21,6,2,13,0.728,29.956
p0394,24,1,2,12,0.83,70.88
p0513,18,2,5,11,0.833,49.97
p0515,26,0,0,7,0.635,63.5
p0569,12,25,0,2,0.81,-41.297
p0657,20,2,0,10,0.933,75.727
p0730,13,20,2,6,0.886,-29.339
p0788,21,9,4,4,0.812,18.84
total,244,71,20,108,0.82,37.168
