level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,1,1,1,205,259,75,42,0,aadh
5,1,2,2,1,1,270,348,234,44,0,Kiebidhau
5,1,2,5,1,1,270,1207,237,44,0,Kiebichan
5,1,2,6,1,1,271,1664,85,34,90,Der
5,1,2,7,1,1,271,1751,235,43,60,Siebichau
5,1,2,9,1,1,274,2337,322,47,33,Ghriffinenbof
5,1,2,11,1,1,274,2564,263,44,0,Qicbofchiik
5,1,2,12,1,1,275,2611,235,43,40,Piebichiitę
5,1,2,13,1,1,280,3107,243,47,23,Piebsdorf
5,1,2,14,1,1,282,3198,241,45,44,Sicbódorf
5,1,5,1,1,1,1335,1176,219,47,24,Piebsbof
5,1,5,2,1,1,1334,1224,226,44,84,Siebftcin
5,1,5,3,1,1,1336,1596,192,46,0,Siconik
5,1,5,4,1,1,1334,1880,190,47,44,Piegui
5,1,5,5,1,1,1332,1970,214,47,20,Siepowitż
5,1,5,6,1,1,1331,2061,194,45,86,Liepsa
5,1,5,7,1,1,1330,2106,250,46,32,Sierąrund
5,1,5,8,1,1,1330,2199,137,39,47,JLiesch
5,1,5,9,1,1,1331,2285,216,44,34,Sie$dorf
5,1,5,10,1,1,1331,2332,167,35,62,Ljesla
5,1,5,11,1,1,1332,2375,197,44,15,TPiestan
5,1,5,12,1,1,1331,2510,162,46,73,Sieste
5,1,5,13,1,1,1331,2964,303,44,6,Piesvorwert
5,1,5,14,1,1,1331,3056,203,43,66,Łigota
5,1,5,15,1,1,1331,3102,189,44,65,Ligota
5,1,5,16,1,1,1332,3194,124,40,64,Ligotu
5,1,5,17,1,1,1332,3284,191,43,73,Ligota
