level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,2,1,1,135,225,146,23,74,"Pfaffendorf,"
5,1,2,3,1,1,138,382,144,25,48,"Pfaffendorf,"
5,1,2,4,1,1,139,452,50,21,89,Anth.
5,1,2,5,1,1,135,745,51,21,86,Anth.
5,1,2,7,1,1,137,967,143,24,93,"Pfaffendorf,"
5,1,2,8,1,1,137,1283,142,23,91,"Pfaffendorf,"
5,1,4,2,1,1,660,203,127,22,86,"Feldhäuſer,"
5,1,4,4,1,1,660,337,166,23,59,"Pfaffeumühle,"
5,1,4,5,1,1,660,472,146,25,91,"Pfaffenſteig,"
5,1,4,6,1,1,659,518,143,23,91,"Pfaffindorf,"
5,1,4,7,1,1,660,540,134,23,87,"Pfarräcker,"
5,1,4,8,1,1,660,652,149,23,89,"Pfarrmühle,"
5,1,4,9,1,1,661,698,146,23,90,"Pfarroggen,"
5,1,4,10,1,1,664,854,105,25,54,"Pfeilgut,"
5,1,4,11,1,1,665,900,67,22,88,Pfeil-
5,1,4,12,1,1,663,945,168,22,86,"Pflaumendorf,"
5,1,4,13,1,1,661,1146,187,24,91,"Philippinenhof,"
5,1,4,14,2,1,651,1215,85,22,52,"trehliß,"
5,1,4,15,1,1,663,1237,162,23,73,"Philippsdorf,"
5,1,4,16,1,1,661,1417,155,23,47,"Phiiippsfeld,"
5,1,4,17,1,1,660,1465,114,20,61,"Phaffendorf,"
