name,TP,FN,FP,perf_cases,sim_mean,ranking
p0045,29,1,4,1,0.63,49.567
p0089,12,0,3,2,0.734,58.4
p0138,13,0,1,2,0.672,62.585
p0154,38,2,0,3,0.578,49.91
p0289,20,7,3,1,0.641,14.889
p0394,24,1,3,1,0.595,45.92
p0513,19,1,6,2,0.628,36.66
p0515,21,5,1,2,0.608,27.569
p0569,1,36,2,0,0.214,-99.962
p0657,20,2,0,6,0.736,57.818
p0730,12,21,3,2,0.762,-41.382
p0788,21,9,4,7,0.754,14.78
total,230,85,30,29,0.65,14.762
