level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,5,2,1,1,1353,619,335,48,71,"Grüfſiggrund,"
5,1,5,3,1,1,1355,1070,221,45,91,Grüthner
5,1,5,4,1,1,1356,1160,305,47,89,"Grüttenberg,"
5,1,5,5,1,1,1356,1577,277,47,34,"Grütßmühle,"
5,1,5,6,1,1,1357,1668,228,47,21,"Grenhnau,"
5,1,5,7,1,1,1349,2086,196,42,91,Grumna
5,1,5,8,1,1,1349,2188,174,43,83,"Grung,"
5,1,5,11,1,1,1349,3145,196,42,45,"Grunau,"
