name,TP,FN,FP,perf_cases,sim_mean,ranking
p0045,28,2,3,10,0.72,54.533
p0089,12,0,1,2,0.839,78.9
p0138,13,0,0,7,0.924,92.4
p0154,36,4,0,22,0.957,76.13
p0289,21,6,2,11,0.706,28.244
p0394,24,1,2,12,0.825,70.4
p0513,18,2,4,11,0.834,53.06
p0515,25,1,0,10,0.663,59.904
p0569,12,25,0,4,0.822,-40.908
p0657,20,2,1,12,0.948,74.364
p0730,13,20,2,5,0.873,-29.852
p0788,21,9,4,3,0.81,18.7
total,243,72,19,109,0.823,37.012
