level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,2,1,1,279,455,292,45,24,WPwraffendorf
5,1,2,3,1,1,287,770,350,48,11,pfaffeudorf
5,1,2,4,1,1,287,909,102,43,46,Anth.
5,1,2,5,1,1,280,1495,102,42,62,Intt)
5,1,2,7,1,1,284,1940,285,46,5,Wfaffendorf
5,1,2,8,1,1,284,2572,285,45,56,Ppraffendorf
5,1,4,2,1,1,1330,412,254,43,33,Selbhdufer
5,1,4,4,1,1,1330,679,332,46,11,Yfaffeumiihie
5,1,4,5,1,1,1330,949,291,49,53,Ppfaffenitcig
5,1,4,6,1,1,1329,1041,285,45,0,Pfaffindorf
5,1,4,7,1,1,1330,1086,268,44,36,JfarrdcFer
5,1,4,8,1,1,1331,1310,297,46,0,pfareneńbhle
5,1,4,9,1,1,1332,1400,291,47,7,farrogac
5,1,4,10,1,1,1338,1714,209,48,17,Wfeilgut
5,1,4,11,1,1,1340,1805,420,43,0,Qbfeil: ober Geiermiihte
5,1,4,12,1,1,1336,1895,336,44,45,pilaunmendorf
5,1,4,14,1,1,1332,2388,287,55,17,wbilippolis
5,1,4,15,1,1,1336,2479,323,46,42,Pbilippsovrf
5,1,4,16,1,1,1332,2840,309,45,27,Ppbhiiippsfelb
5,1,4,17,1,1,1330,2935,228,40,90,Phaffendorf
