level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,4,1,1,1,293,651,232,39,74,Zabk6w
5,1,4,2,1,1,295,762,133,36,89,Zublat
5,1,4,3,1,1,293,852,157,39,78,Zabloto
5,1,4,4,1,1,293,936,185,47,68,Zabnig
5,1,4,5,1,1,292,1039,216,35,68,Zabnek
5,1,4,6,1,1,293,1089,122,39,82,Zabor
5,1,4,7,1,1,292,1141,248,41,74,Zaberee
5,1,4,8,1,1,293,1547,227,42,90,Poremba
5,1,4,9,1,1,292,1603,214,42,87,Zahrze
5,1,4,10,1,1,295,2453,216,39,87,Gwozdek
5,1,4,11,1,1,295,2559,213,43,9,Zabrze
5,1,4,12,1,1,296,2650,218,41,77,Lahrze
5,1,4,13,1,1,295,3102,174,41,92,Zabrze
5,1,6,5,1,1,1348,574,249,43,83,Zahrzeg
5,1,6,6,1,1,1343,981,242,40,31,Zahrzeg.
5,1,6,7,1,1,1342,1432,201,41,90,Wygoda
5,1,6,8,1,1,1343,1524,221,40,64,Zucchericz
5,1,6,9,1,1,1342,1613,259,38,35,Zauchuniowitz
5,1,6,10,1,1,1340,1699,306,47,80,Zacharzowiß
5,1,6,11,1,1,1336,2151,298,43,44,Zachciala
5,1,6,12,1,1,1338,2292,147,36,88,Zuchery
5,1,6,13,1,1,1342,2379,168,38,54,Zaucheris
5,1,6,14,1,1,1343,2469,251,31,88,Zuchinkirche.
5,1,6,15,1,1,1347,2607,161,36,85,Zuchror
5,1,6,16,1,1,1344,2691,319,45,62,Zackenhäufer
