level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,6,2,1,1,1325,1192,196,43,10,Sitdfow
5,1,6,5,1,1,1325,2231,328,45,35,Sicebenhäufer
5,1,6,6,1,1,1322,2320,329,45,90,Siebeuhäufer
5,1,6,7,1,1,1326,2460,243,37,54,Siebenluben
5,1,6,8,1,1,1326,2591,312,46,78,Siebenhufen
5,1,6,9,1,1,1325,2727,306,45,90,Siebenhufen
5,1,6,10,1,1,1325,2818,306,44,90,Siebenhufen
5,1,6,12,1,1,1323,3221,308,47,89,Siebenhufen
5,1,3,6,1,1,278,1784,303,46,87,Seyfersdorf
5,1,3,7,1,1,275,1832,263,42,88,Seysredisdorf
5,1,3,8,1,1,273,1923,60,32,93,Sei
5,1,3,9,1,1,271,2021,254,47,88,Sgorfellit
5,1,3,10,1,1,273,2486,155,40,70,Sheditz
5,1,3,11,1,1,274,2531,190,41,26,Sautilowe
5,1,3,12,1,1,274,2621,180,35,70,Siadia
5,1,3,13,1,1,278,2711,306,36,71,Sialkkowiee
5,1,3,14,1,1,279,2757,391,35,80,Siamarzowiee
5,1,3,15,1,1,284,2855,227,46,89,Sibischau
5,1,3,16,1,1,280,3275,224,40,92,Sibotendorf
