level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,4,4,1,1,1332,985,626,44,92,"Buchwald, Ober- nn. Nieder-"
5,1,4,5,1,1,1331,1439,221,42,92,Waldhof
5,1,4,6,1,1,1329,1492,272,43,79,Buchwalde
5,1,4,7,1,1,1330,1819,268,44,91,Buchwalde
5,1,4,8,1,1,1326,2137,269,44,91,Buchwalde
5,1,4,9,1,1,1326,2231,301,40,64,Buchwaldsdorf
5,1,4,10,1,1,1323,2323,210,35,62,Buchwaldt
5,1,4,11,1,1,1321,2366,565,34,44,Buchwaloew ist Hohndokf
5,1,4,12,1,1,1322,2414,193,37,65,Buchwalt
5,1,4,13,1,1,1322,2503,272,41,80,Buchweldchin
5,1,4,14,1,1,1322,2592,296,41,36,Buchwetdichen
5,1,4,15,1,1,1319,2691,223,46,68,Buchwiß
5,1,4,16,1,1,1319,3066,385,43,54,"Buckau, an der Oder"
