level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,1,1,1,296,262,418,47,86,Pielner-Mühle
5,1,2,2,1,1,291,353,318,34,84,Pielok ist nicht
5,1,2,3,1,1,288,530,167,46,29,Pienfi
5,1,2,4,1,1,289,620,443,39,33,Pierzöow it Perfhau
5,1,2,5,1,1,288,711,180,49,36,Pietchz
5,1,2,6,1,1,288,758,388,38,43,Pieterkowice
5,1,2,7,1,1,291,860,206,43,81,Pietna
5,1,2,8,1,1,282,1310,346,48,39,Pietrafchoiwis
5,1,2,10,1,1,281,1491,229,44,90,Pietrki
5,1,2,11,1,1,286,1625,608,37,83,Pietrkosiee ist Peterfafhüg
5,1,2,12,1,1,287,1671,546,45,37,"Pletrowice, it Petrowis"
5,1,2,13,1,1,288,1727,383,46,74,Pletruchowe
5,1,2,14,1,1,284,1829,641,37,88,Pietrzkowice if Petrzfowig
5,1,2,15,1,1,279,1918,145,42,30,Piese
5,1,2,18,1,1,282,2696,200,46,0,Piekiske
5,1,2,19,1,1,283,2785,160,48,0,Piegky
5,1,2,20,1,1,278,2967,264,34,52,Piln ist Piela
5,1,2,21,1,1,280,3060,132,41,0,Pina
5,1,2,22,1,1,279,3103,495,44,60,"Pilawa, oder Neumühle"
5,1,2,23,1,1,277,3237,242,47,39,Pilchowig
5,1,4,1,56,1,1327,2750,102,38,82,Pitcz
5,1,4,1,57,1,1326,2795,161,40,41,Pitezicz
5,1,4,1,58,1,1324,2839,163,43,85,Piley
5,1,4,1,59,1,1325,2885,285,45,66,Pilgerimishuyn
5,1,4,1,61,1,1323,2973,293,47,46,Pilgersdorf
