level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,2,2,1,1,279,432,288,73,0,Bfaffendorf
5,1,2,3,1,1,287,770,286,47,1,Kfarfendorf
5,1,2,4,1,1,288,909,100,42,56,Unth.
5,1,2,5,1,1,281,1495,101,41,89,Anth.
5,1,2,7,1,1,292,1919,276,75,0,PBfarfendorf
5,1,2,8,1,1,251,2034,42,42,86,oft
5,1,2,9,1,1,284,2572,284,45,0,Kfaffendorf
5,1,4,2,1,1,1330,412,254,43,59,Feldhäufer
5,1,4,4,1,1,1330,679,332,46,71,Pfaffeumühle
5,1,4,5,1,1,1330,945,291,90,17,Piafteniteig
5,1,4,6,1,1,1329,1017,282,73,29,Paffindorf
5,1,4,7,1,1,1330,1086,268,44,0,Yrarräcker
5,1,4,8,1,1,1331,1310,297,45,40,Prarrmühle
5,1,4,9,1,1,1332,1400,291,46,50,Vfarroggen
5,1,4,10,1,1,1338,1710,206,56,85,Pfeilgut
5,1,4,11,1,1,1340,1805,134,43,39,Pfeil:
5,1,4,12,1,1,1336,1895,336,44,64,Plaumendorf
5,1,4,13,1,1,1332,2294,372,89,58,»bilippinenhof
5,1,4,14,1,1,1332,2388,287,47,75,Philippolis
5,1,4,15,1,1,1336,2479,323,46,38,Bhilippsdorf
5,1,4,16,1,1,1332,2840,309,45,23,Philippsfeld
5,1,4,17,1,1,1330,2935,228,39,89,Phaffendorf
5,1,4,18,1,1,1331,3021,290,44,33,Piadauichke
