level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,3,1,1,1,287,1727,384,47,19,FPietruchowe
5,1,3,2,1,1,283,1828,642,38,41,Pietrzkowice ist Dpetrzfowić
5,1,3,3,1,1,279,1918,145,43,0,Jriete
5,1,3,6,1,1,282,2695,200,47,48,Pietisłe
5,1,3,7,1,1,283,2785,160,48,9,Wieły
5,1,3,8,1,1,278,2967,264,34,23,PiTa ifi Piela
5,1,3,9,1,1,280,3060,132,42,31,Pitaor
5,1,3,10,1,1,278,3103,525,44,80,"Pilawa, ober NReumiible "
5,1,3,11,1,1,277,3237,242,47,20,pilchowit
5,1,5,1,56,1,1327,2750,102,39,87,Pilcz
5,1,5,1,57,1,1325,2794,162,41,72,Pilczicz
5,1,5,1,58,1,1323,2839,164,43,83,Piley
5,1,5,1,59,1,1323,2885,287,45,70,Pilgerimishayn
5,1,5,1,61,1,1323,2973,293,47,21,Pilgersoorf
