name,TP,FN,FP,perf_cases,sim_mean,ranking
p0045,28,2,3,14,0.732,55.653
p0089,12,0,1,7,0.898,84.8
p0138,11,2,8,7,0.931,26.469
p0154,29,11,0,14,0.943,40.867
p0289,15,12,3,8,0.606,-17.444
p0394,24,1,3,12,0.818,67.328
p0513,17,3,3,13,0.827,46.295
p0515,14,12,0,7,0.752,-5.662
p0569,13,24,1,5,0.824,-37.535
p0657,20,2,0,10,0.914,74.0
p0730,24,9,7,7,0.886,24.436
p0788,21,9,4,5,0.826,19.82
total,228,87,33,109,0.832,26.316
