level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,1,4,1,1,1,294,651,415,39,73,Zabków i[i 3abtow
5,1,4,2,1,1,295,762,133,36,30,Zablut
5,1,4,3,1,1,294,853,156,38,80,Zabloto
5,1,4,4,1,1,293,937,185,46,68,Zabnig
5,1,4,5,1,1,292,1039,401,35,55,Zalbnek ist 3iobnig
5,1,4,6,1,1,294,1089,120,39,91,Zabor
5,1,4,7,1,1,292,1141,248,41,88,Zaboree
5,1,4,8,1,1,293,1548,227,41,66,sporemba
5,1,4,9,1,1,292,1603,214,42,84,Zabrze
5,1,4,10,1,1,295,2460,626,32,90,Gwozdek ober $Hammerfretficham
5,1,4,11,1,1,295,2559,213,43,84,Zabrze
5,1,4,12,1,1,296,2650,218,41,27,Załarze
5,1,4,13,1,1,295,3102,174,41,91,3abrze
5,1,6,5,1,1,1348,574,248,43,58,Zalbrzeg
5,1,6,6,1,1,1343,981,242,40,91,Zabrzeg
5,1,6,7,1,1,1342,1432,201,41,59,Wygodba
5,1,6,8,1,1,1343,1524,237,38,20,Zacchericz 
5,1,6,9,1,1,1342,1613,258,38,4,Zachaniowite
5,1,6,10,1,1,1340,1699,306,47,65,Zadharzowię
5,1,6,11,1,1,1337,2152,297,41,75,Zachciala
5,1,6,12,1,1,1338,2292,443,36,81,Zuchery audy Oppirschicz
5,1,6,13,1,1,1342,2379,168,38,44,Zaucheris
5,1,6,14,1,1,1343,2469,250,31,88,Zachinkirche.
5,1,6,15,1,1,1347,2607,161,36,82,Zachror
5,1,6,16,1,1,1344,2691,319,45,64,Sadenbdufcr
